title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
Common Knowledge,Asher Roth,3FJnU4cDxk9aRUC0jw6waE,0.718,0.659,0,-6.986,1,0.137,0.484,1.57e-05,0.139,0.414,95.013,6
Common Sense,"Hex One, 5th Element",4l32DVF6hkW5ynpudSCCii,0.58,0.705,11,-9.114,0,0.334,0.378,0.0,0.19,0.57,96.672,14
Concourse P,"Canibus, Bronze Nazareth, Pete Rock",3VO5xuCD2TeJpClTs7ExIr,0.47,0.846,1,-7.675,1,0.35,0.0341,0.0,0.335,0.673,88.778,18
Concrete (feat. V-Zilla),"Blacastan, V-Zilla",2glnf1kD0bsxnXTTjimWCO,0.702,0.869,5,-5.164,0,0.314,0.476,0.0,0.618,0.73,94.651,12
Constance,Mr. J. Medeiros,6oUmJTU7busBNwjaXwkRlF,0.734,0.683,8,-4.4,1,0.114,0.0195,1.16e-05,0.182,0.401,94.952,13
Constant 1800 Suicide,Gravediggaz,1OwQTeqm5hKa0kikGLudcp,0.71,0.715,7,-8.709,1,0.274,0.39,0.00145,0.164,0.622,169.497,5
Cool Breeze feat. Fel Sweetenberg,"Fel Sweetenberg, Starvin B",0BeLSl2ECX2HYgeTTWcmSB,0.674,0.815,1,-3.803,1,0.234,0.00179,0.0,0.0912,0.884,90.089,15
Cool Out,Epidemic,6L8ct4NGuhDdaEQWyRllZD,0.631,0.558,11,-9.235,1,0.41,0.705,0.0,0.113,0.766,82.647,2
Cops Did the Shooting,Ran Reed,0fjaO8RSbLl9mL2bI7zmm4,0.821,0.693,11,-7.336,1,0.301,0.379,3.47e-05,0.139,0.405,92.073,2
Countdown,Type.Raw,6QztjMr3PlEgMXQYXU2hNG,0.858,0.646,3,-11.447,0,0.167,0.419,0.0,0.086,0.898,92.023,0
Courtesy,PRhyme,5c5BOtBwctNiNZs3l47tTJ,0.468,0.951,5,-3.34,0,0.359,0.00614,0.0,0.4,0.811,164.136,19
Criminal,"The Roots, Truck North, Saigon",2t6qmQ2rfdtZePTd5tMWcs,0.711,0.824,1,-4.074,1,0.115,0.0537,0.00179,0.16,0.373,93.278,6
"Critically Acclaimed (feat. Lil Fame, Saigon & Sean Price)","Statik Selektah, Lil Fame, Saigon, Sean Price",3rO5wK2lERmTfcyMesnKzP,0.617,0.871,1,-5.894,1,0.317,0.133,0.0,0.357,0.557,93.764,18
Crosshairs,"DANGERDOOM, MF DOOM, Danger Mouse",3T2LUDcZRrOnYzV1FprZTy,0.428,0.525,9,-8.035,0,0.205,0.14,7.34e-05,0.602,0.578,171.797,19
Crossing the Boundary,Immortal Technique,7C8HB7DhHmpzwU8YRpvzhO,0.747,0.775,9,-4.355,0,0.29,0.146,0.0,0.269,0.892,169.135,19
Crumbling Down,Brown Bag Allstars,0EVyPJeetRUX7NfNNmOXWP,0.788,0.756,11,-5.344,0,0.215,0.271,0.0,0.0813,0.691,85.074,14
Cry Baby,"Afu-Ra, Lady Blue & Q",17BLOeTebQ6pJ2kPOGxtxe,0.597,0.829,7,-4.249,1,0.19,0.0201,0.000135,0.0871,0.713,171.36,5
Crazy Times,"Arts The Beatdoctor, Skiggy Rapz",08k7zgdLNKD8Dlr4s643t4,0.541,0.605,11,-8.275,1,0.111,0.0319,7.5e-05,0.192,0.515,200.095,4
Curls,"Madvillain, Madlib, MF DOOM",0V3nTTKA24XKCayp8igU4l,0.533,0.724,7,-8.954,0,0.311,0.275,4.59e-06,0.118,0.504,89.862,14
Currents,String Theory,7c67Kfq0wlU89OsPIC9GjY,0.749,0.76,1,-9.422,0,0.264,0.243,0.0,0.0747,0.774,89.999,0
Curse of the Pharaohs,"Army Of The Pharaohs, Vinnie Paz, Apathy, Celph Titled, The Esoteric, Reef The Lost Cauze",6B89J5EoGEaWJXcbAbAGcr,0.611,0.947,0,-4.067,1,0.205,0.000726,0.0,0.107,0.607,99.978,15
Cutlass Supreme,Sick Jacken,4XY1P8mF6xKR9GawlQn4a4,0.429,0.665,10,-6.85,0,0.325,0.137,0.0,0.257,0.494,83.59,14
Cuts On My Wrist,"Domingo, Apocalypse",2wtUDCWh1Bu4gP8PdlqAFU,0.432,0.848,6,-7.116,0,0.407,0.195,0.0,0.274,0.861,178.829,19
D.E.M.O.N.S.,Elzhi,3525BgvpQV2qqblLnhJ6Pq,0.511,0.865,1,-5.574,0,0.681,0.183,0.0,0.315,0.522,176.023,19
"D.L.F. (feat. Foul Monday, Rim & Royal Flush)","Sean Price, Foul Monday, RiM, Royal Flush",6K45L2Tezno6GrovDxeJah,0.448,0.516,0,-6.786,1,0.269,0.019,0.0,0.125,0.381,81.213,6
D.R.E.A.M. (feat. Sean Price From Heltah Skeltah),"dj honda, Sean Price",6jqFNktbE4cUmPB1XoXw3W,0.476,0.61,10,-5.437,0,0.324,0.199,0.00298,0.115,0.583,176.545,19
D.S.W.G. - Dark Skinned White Girls,Murs,6cihcPMGsZySkDnJxocNpS,0.569,0.877,11,-5.04,0,0.274,0.0867,0.0,0.239,0.624,85.987,14
Da Bomb,Gravediggaz,5UYzIwDINrtX8DgFetz9Rg,0.768,0.724,10,-8.958,0,0.324,0.0617,0.0,0.129,0.593,91.276,20
Da Goodness,"Redman, Busta Rhymes",59IgH82T57U9VEjfo9RhSS,0.614,0.829,6,-8.576,1,0.375,0.398,0.0,0.115,0.783,67.182,18
Damage,Non Prophets,5oSgq8kUpncY2vpUFREGb7,0.725,0.758,10,-9.933,0,0.34,0.0461,3.13e-05,0.807,0.747,95.019,12
Danger,"Journalist 103, Freeway",24KAJZYfvyydoJ03M25bNM,0.479,0.979,8,-1.436,1,0.259,0.0692,0.0,0.0339,0.608,85.121,18
Danger - Prt. 2,"Blahzay Blahzay, La The Darkman, Smoothe Da Hustler, Trigger Tha Gambler",3z39vz9Kd7WyZedrRrcGap,0.834,0.768,10,-7.5,0,0.259,0.58,0.0,0.0942,0.605,88.96,20
Days Chasing Days,"Blame One, Exile",2E2GrHJ324Z5870TIrzOao,0.527,0.592,10,-5.809,0,0.256,0.612,0.0,0.458,0.719,94.517,14
Dead Bent,MF DOOM,4WePk0mCURhm9EcREwuKcU,0.5,0.804,3,-6.407,1,0.108,0.0201,0.0,0.12,0.674,89.58,6
Dead Body Disposal,Necro,5eYUop8tCdGoGBn4U66uNa,0.786,0.941,3,-4.882,0,0.26,0.434,0.0,0.159,0.793,94.048,0
Deception,Blackalicious,2R0MySb9tgrWIv2mttYAYR,0.623,0.764,0,-9.492,1,0.251,0.00523,0.156,0.372,0.433,158.319,5
"Decisions, Decisions (feat. Goodie Mob)","DJ Muggs, Goodie Mob",0pFSS24MTbvcJikXqlYHIe,0.748,0.553,8,-9.737,0,0.328,0.368,0.0,0.337,0.814,91.073,20
Dedicated,"Katalyst, Diverse",7aDC2tB4bOvTvROxGF3Y6h,0.765,0.653,3,-6.221,1,0.0848,0.36,0.000201,0.104,0.767,90.987,15
Deep Cover '14,"Hex One, 5th Element",4M7GhPaEr4RqkxqRilRruu,0.597,0.684,2,-9.405,1,0.271,0.374,0.0,0.168,0.821,94.366,18
Deep Impact,"Epidemic, Dreamtek",1aH58iGr3DkJuWanCqSGXF,0.627,0.816,10,-7.95,0,0.276,0.075,0.0,0.0911,0.683,93.91,14
Defeat,Afu-Ra,1m1rlVXUN80a5lWfuDzlzx,0.807,0.872,6,-3.187,1,0.24,0.00368,4.36e-06,0.0661,0.75,93.715,2
Dekonstruktion of the Mind,Okai,7ym089fJz8cuoPUCB3DOMk,0.509,0.85,7,-7.941,1,0.387,0.27,0.0,0.368,0.81,178.006,5
Deliver Us from Evil,"Apollo Brown, Ras Kass",35nyH2tulFpXuZDgu3lB3c,0.603,0.679,10,-6.507,0,0.164,0.0723,0.0,0.216,0.689,80.112,14
Dem Get Murda,7 G.E.M.S. (Tragic Allies & Tragedy Khadafi),4yvrVYBu5sbg1PR90uNmbU,0.604,0.908,10,-3.735,1,0.274,0.147,0.0,0.214,0.508,88.022,2
Dennehy,Serengeti,4T3Vl4y9ggN9dPbYfKyYqh,0.732,0.78,11,-5.393,0,0.22,0.296,0.0,0.11,0.805,92.685,14
Dephacation,"Awon, Dephlow, Phoniks",6sOrMPWLttuIEiGTWcwkbs,0.796,0.73,11,-5.284,0,0.218,0.69,0.0,0.494,0.728,93.052,14
Design in Malice,"Jedi Mind Tricks, Young Zee, Pacewon",6Z9syPcYlnUvpMgmjQydIG,0.358,0.94,7,-4.274,0,0.164,0.0217,0.00779,0.0851,0.497,90.233,11
Desperation,"The Left, Apollo Brown, Journalist 103, DJ Soko",5d8ZfJtZ7yFLWlh7XmljYX,0.329,0.937,2,-4.288,0,0.202,0.00424,4.63e-06,0.351,0.694,171.451,4
Detroit State of Mind,Elzhi,04k0JBAUF9C16hNzU52kxj,0.573,0.8,6,-5.874,0,0.369,0.0214,0.0,0.0561,0.961,168.838,19
Devil's Advocate,Toki Wright,0fYbcx6yuOwgr4wu2fe2U0,0.706,0.708,1,-5.469,0,0.297,0.223,0.0,0.0926,0.735,90.037,0
Diamonds On The Inside,Input,5R2BvQeR8DjNVisiI1Vlk0,0.77,0.654,10,-6.131,0,0.0883,0.0805,0.0,0.209,0.3,98.993,20
Diggin in the Crates,"Mister Modo & Ugly Mac Beer, F.Stokes",5V97xsZdwUjMPgDSPg8rui,0.71,0.884,1,-5.789,0,0.188,0.216,0.0,0.178,0.844,97.853,0
Digital Warfare (feat. Inspectah Deck),"Beneficence, Inspectah Deck",7CZy8ywLAF48MdySOafpGK,0.67,0.882,11,-5.043,0,0.326,0.0267,0.0,0.121,0.667,87.774,14
Dinner Time (feat. Ruste Juxx & Halfcut),"Hex One, 5th Element, HalfCut, Ruste Juxx",2i6EUNfCY1u1HYZIhh2jPe,0.665,0.75,10,-9.409,0,0.299,0.354,0.0,0.147,0.945,89.924,14
Disturbed,"Blame One, Beleaf, Exile, Aloe Blacc",7niAuWK3oCyZeLPsmKNTKK,0.355,0.834,0,-5.492,1,0.367,0.00252,0.0,0.293,0.554,91.173,18
Divide & Conquer,"Molemen, Jus Allah",6bFhMX4M05jlmYOrjgMEbM,0.56,0.868,5,-5.191,0,0.041,0.00236,0.0,0.168,0.696,90.599,11
Do They Exist,Grayskul,5l5pua7mYIGMBKsEnfwjpy,0.673,0.795,0,-5.115,1,0.397,0.345,0.0,0.144,0.402,91.699,18
Do Yo Thang,Al Tariq,1TWCbJZMXozqbNrWL1QX7f,0.706,0.879,11,-5.859,0,0.324,0.0621,1.88e-06,0.327,0.657,92.383,14
Doggy Dogg World (feat. Tha Dogg Pound & The Dramatics),"Snoop Dogg, Tha Dogg Pound, The Dramatics",4JGed8NOXDTHmcwvGuqDiw,0.685,0.686,7,-6.311,1,0.292,0.0036,0.0,0.0959,0.682,94.188,2
Doin Alright [Deluxe Edition],Cunninlynguists,2uj1z346FVkMpgEvfe4vyO,0.744,0.617,11,-8.68,0,0.345,0.557,0.0,0.0765,0.266,94.95,20
Doin My Thang,Zion I,3eCRymXF8CH3evL6jg85Ln,0.839,0.689,11,-4.817,1,0.225,0.364,0.000306,0.109,0.413,98.01,2
Dollar Bill Hill,"Apollo Brown, Hassaan Mackey",5ipRcmn3H88WOwl04d7i2b,0.424,0.62,10,-7.334,0,0.0959,0.00148,0.00197,0.144,0.332,85.838,11
"Don't Be Afraid (feat. Rapsody, Problem & Bad Lucc)","Talib Kweli, 9th Wonder, Rapsody, Problem, Bad Lucc",30Rkm7byOxGruQ0hxY1CGY,0.51,0.85,11,-5.523,0,0.346,0.131,0.0,0.381,0.859,85.501,14
Don't Be Jelly,"Blu & Exile, Blu, Exile",73nmIble7Jg8XwM6nUASme,0.45,0.744,2,-6.113,1,0.39,0.0775,2.28e-06,0.515,0.48,180.27,5
Dope (feat. Kaimbr),"Kev Brown, Hassaan Mackey, Kaimbr",7dXv61IY2iZA9yFy1LDEIg,0.675,0.876,9,-6.353,0,0.396,0.643,0.0,0.338,0.789,91.039,14
Down In The Streets,"Mr. Green, Kevin Brown, Malik B., Sunwun",7KudVe6rtt9CaBAlsEBryO,0.803,0.732,4,-5.155,0,0.219,0.0151,0.000182,0.552,0.573,90.045,12
Dr. Bipolar,"L'Orange, Kool Keith",48YAqr153uim2Dph7EYTqe,0.576,0.661,9,-7.841,0,0.187,0.0212,0.124,0.248,0.662,91.022,14
Dreadful Day (feat. Jr. Reid),"Poor Righteous Teachers, Junior Reid",5ca8PO6zdl1L8PKyKuBw96,0.552,0.789,5,-5.559,1,0.167,0.0247,0.0,0.136,0.517,80.687,6
Dreamer,Journalist 103,4JY6TP0K94TrchfkBMdDam,0.655,0.841,2,-3.826,1,0.261,0.00856,3.82e-06,0.102,0.356,83.966,6
"Drink Irish (feat. Slaine, Sick Jacken, Sean Price)","Apollo Brown, Ras Kass, Slaine, Sick Jacken, Sean Price",0e3Wxn4HvYYx4LgqSsjRnL,0.533,0.862,10,-5.603,0,0.33,0.0013,0.428,0.38,0.912,85.84,14
Drop,The Pharcyde,1QUdhZ3LBHdHzLQars6etD,0.855,0.697,10,-8.59,0,0.3,0.309,5.04e-06,0.325,0.709,95.088,20
Drop It Like It's Hot,"Snoop Dogg, Pharrell Williams",2NBQmPrOEEjA8VbeWOQGxO,0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,91.979,17
Druggie Fresh,Leak Bros,6PdsmPGl7yz1v1AbPsKpxl,0.418,0.824,1,-4.987,0,0.416,0.218,0.082,0.135,0.748,83.47,0
Drunk Dial (feat. Murs & Grieves),"Cunninlynguists, Murs, Grieves",6D1TQanYAFyx6uFXbi6MxR,0.823,0.729,6,-7.555,1,0.193,0.196,0.0,0.137,0.885,88.992,2
Duck Season (feat. Al Tariq),"The Beatnuts, Al Tariq",3lYEmJy2IadsH6mcfbsTgC,0.611,0.923,5,-4.688,1,0.0769,0.093,2.4e-06,0.064,0.456,94.361,6
Dumbin' Out,Time Machine,1jlHouHxldX5zBZxG23IWC,0.82,0.596,5,-7.759,1,0.247,0.405,1.21e-05,0.179,0.598,96.181,2
Dying Nation [Deluxe Edition],Cunninlynguists,1FJsZLu6rrd3hxODaMlT99,0.758,0.636,11,-8.912,1,0.254,0.197,1.52e-05,0.447,0.417,95.991,2
E.T. (Extraterrestrial),Outkast,3HTaKftetB9nQ4Vv3KnmvU,0.533,0.489,9,-10.504,0,0.0963,0.0237,0.0,0.114,0.0371,94.041,13
Eastern Drama,"IDE, Alucard",21zVHwSnIjJXNoKIDpMbPX,0.714,0.86,10,-3.802,0,0.364,0.0369,0.0,0.0486,0.673,85.549,14
Easy Rider,Action Bronson,4AH8GJVosfrbfhe5NVTAnx,0.422,0.851,11,-4.031,1,0.0398,0.0339,0.0,0.152,0.667,93.649,1
El Du Que,"Domingo, Sean Price, DJ Cazz",1QnaThVKbfKRoEhgXv3O3r,0.676,0.892,10,-5.141,0,0.331,0.0545,0.0,0.327,0.593,93.874,14
El Foto Grande,Robust,4j4WARGf6exeZ62Yriegb1,0.72,0.629,10,-8.858,0,0.28,0.29,4.02e-05,0.188,0.651,160.084,19
El Mariachi - Dirty,"Chaundon, M-Dot, DP, Cymarshall Law",39hMxvIQHdyYglM3bra4mK,0.641,0.646,10,-5.647,0,0.319,0.0239,0.0,0.255,0.745,81.977,14
Elephants,"Apollo Brown, Hassaan Mackey",30tU5nmf0pZpiLEwNt6PDu,0.491,0.568,4,-8.144,1,0.211,0.000533,0.0,0.0854,0.483,84.84,6
End of Days,"Vakill, Slug from Atmosphere, Copywrite, Camu Tao, Breeze Evahflowin, Jakki Tha Mota Mouth",72FCXFkvBnhpV6x66dmsMv,0.758,0.804,7,-5.296,1,0.205,0.0685,2.98e-06,0.436,0.819,90.029,2
End of Days,"Vinnie Paz, Block McCloud",6zucgMkRLsGgNIN8o0qX0W,0.591,0.967,11,-3.068,1,0.216,0.177,0.0,0.359,0.858,92.605,1
Endless Rhymes - Feat. Nieve,The 49ers,1N9iRzKfWio8pd6iRWd2sV,0.718,0.721,1,-5.015,1,0.307,0.642,0.0,0.0695,0.759,92.849,18
Enough (feat. Dye),Eq,3EGhshz8TkCEq2zMOaCkV6,0.351,0.837,1,-4.368,1,0.462,0.103,0.0,0.234,0.575,176.332,5
Epiphany,Luckyiam,2vm5DPr4x56LVgt6XpULZB,0.55,0.804,2,-4.243,0,0.15,0.0205,3.09e-05,0.0909,0.678,88.933,0
Especially4U,Time Machine,7HApPJoJAvREHz4ss5dKnu,0.757,0.543,7,-8.844,1,0.216,0.00102,0.000228,0.209,0.746,88.005,2
Evaridae,O.C.,4qyWJQzeIfR2M2mMM4a79Q,0.678,0.757,4,-6.419,1,0.266,0.363,0.0,0.153,0.779,85.33,18
Everyday,Rise and The Avid Record Collector,0kHAQB1nHofhJ56jgNAvdR,0.648,0.7,8,-7.749,0,0.0966,0.0131,0.0,0.107,0.86,90.021,7
Everyday Hell,Fredro Starr,15PghZ5moT3iLgCOIeAqPK,0.767,0.482,1,-9.455,1,0.112,0.0502,0.0,0.158,0.277,91.054,17
Everyday Was,"Black Milk, Mel",225WLJ4RlbSMSAZnjMYEt7,0.493,0.635,0,-6.086,1,0.211,0.132,0.000302,0.714,0.278,148.799,12
Everything,Murs,3ut5Nkw2Hbv76fpzmujOFp,0.682,0.814,8,-4.549,1,0.118,0.000443,0.000449,0.332,0.681,88.045,1
Execute Them,"Raekwon, Inspectah Deck, Masta Killa",78QhlzmusKXiQ89ENjxdYv,0.792,0.546,5,-8.601,1,0.12,0.229,0.0,0.205,0.795,96.043,17
Exertions Remix,"Jedi Mind Tricks, The Esoteric, Virtuoso, Bahamadia",5TcYmlGIfxYksXYCpjHlB3,0.759,0.788,10,-6.009,0,0.27,0.159,0.00229,0.22,0.78,91.979,14
Eyes Like Blue Skies,"SoulChef, Need Not Worry",2meneAjvId2q7saMkRTfHv,0.712,0.861,8,-3.688,1,0.167,0.736,0.0,0.312,0.647,92.552,2
Eyes Wide Open,"Rapper Big Pooh, Apollo Brown, Ras Kass",5pM7rgAg0tISOWnrvNbRGU,0.393,0.793,2,-6.416,1,0.345,0.0185,3.51e-06,0.295,0.419,172.612,5
EZ As 1-2,Beneficence,7ifDuMMWJN5KPkoTaV0ajO,0.727,0.96,6,-4.414,1,0.281,0.396,0.0,0.18,0.71,86.183,18
F.A.Nz (feat. The 6th Letter),"ChillxWill, THE 6TH LETTER",1fbDj8qxshoDasdau9DX8G,0.693,0.904,7,-8.215,1,0.224,0.191,0.0,0.145,0.698,91.965,2
F.A.Y.B.A.N.,Screwball,3AoEnlrURQTCYvNVFqSXQo,0.82,0.794,11,-4.635,0,0.339,0.0998,1.82e-05,0.0602,0.834,95.451,14
Face It,"J. Rawls, Sadat X, Wise Intelligent",49Fgl2xAr1wFcA3R6Jnxgp,0.724,0.633,10,-7.709,0,0.196,0.0036,0.0,0.461,0.477,89.989,20
"Faces of Death (feat. Guilty Simpson, Invincible & Magestik Legend)","The Black Opera, Guilty Simpson, Invincible, Magestik Legend",1PUX6ygi3RSORep8enRKyO,0.404,0.842,7,-9.168,1,0.283,0.00246,0.3,0.251,0.381,88.786,18
Faces on the Dollar,"Apollo Brown, Planet Asia",1lBVqGx5RbyoDTy5lOCf1L,0.484,0.721,2,-7.457,0,0.269,0.301,0.023,0.232,0.537,79.917,0
Fade Away,"Zion I, Dan The Automator",07QVHMIV9Txd1Q3rI9D9zT,0.815,0.496,8,-6.886,0,0.192,0.0271,3.13e-05,0.108,0.226,89.041,20
Fair One Ft. Sean Price,Reef The Lost Cauze,4MU95VZXpnPrgPEQ5l493K,0.465,0.811,7,-6.3,1,0.412,0.0112,0.0,0.519,0.532,174.629,5
Fair Warning,Nottz,15NYpc0EPsUVwWwYmy8Ifg,0.689,0.874,4,-4.317,0,0.273,0.189,0.0,0.0722,0.829,89.984,0
Fake Friends (Bonus Track),Malik B and Mr. Green,0ErfZoDGTF4pYvRC79EQz3,0.726,0.83,2,-5.479,1,0.34,0.504,1.31e-06,0.155,0.442,88.249,18
Fake Neptune,Sean Price,5TiP6jV8EgIqeJjSDYGH6O,0.493,0.74,1,-7.577,1,0.355,0.111,0.0,0.394,0.706,89.058,18
Fall From Paradise,Classified,0H1OureTxinowEaDHuR3pp,0.59,0.704,1,-6.207,0,0.229,0.347,0.0,0.0776,0.649,84.329,0
Fall Guy,Sleep Of Oldominion,477zhhSv7rzZOQnbL2QQgJ,0.669,0.781,6,-6.794,1,0.0398,0.0474,0.0,0.158,0.71,90.021,1
Fallen,"Vakill, Slug",1naHXiDJiNIE5DxpWwAZeS,0.574,0.897,2,-6.021,1,0.6,0.277,0.0,0.366,0.341,83.43,18
Fallen Angel,Kevlaar 7,3yIjTuXdOhujoVWhTQ2TIg,0.553,0.773,10,-8.475,0,0.456,0.298,0.0,0.115,0.554,86.819,14
Famine O'Clock,"Kevlaar 7, Bugsy Da God, Zagnif Nori, Victorious",0ZgG2IQvafNLHZXzdwExmL,0.607,0.695,11,-6.941,0,0.105,0.11,0.0,0.0844,0.772,86.136,7
Fantastic,"Apollo Brown, O.C.",60NIUiLdTAIV2AhChNT9oe,0.405,0.576,9,-9.219,0,0.259,0.157,3.42e-05,0.0776,0.387,166.688,19
Fast Lane,"Alterbeats, Main Flow, Access Immortal, Estee Nack",1OQgXEb0TJ1ptV20B8MSli,0.294,0.871,10,-3.839,0,0.256,0.0108,1.88e-05,0.0663,0.571,177.866,19
Fat Joe & Big Pun - Freestyle,"Fat Joe, Big Pun",3d7K71qEu0Of0V3rxXPNGo,0.688,0.969,1,-4.682,0,0.314,0.471,0.000346,0.632,0.485,93.107,12
Father's Day,Chino XL,7EvUN7ZTTKx5J3vueMxNuJ,0.461,0.779,6,-6.654,1,0.127,0.00242,5.84e-05,0.143,0.429,80.257,6
Fazers,King Geedorah,1R28m5eWk1EV9FQ3puWrUp,0.423,0.965,2,-2.011,1,0.166,0.0105,1.01e-05,0.234,0.719,90.564,18
February - Whateva Da Weatha,"Ramson Badbonez, Mystro, Gadget",1EOnLNE9zQY1hWLUBAKftH,0.73,0.76,10,-6.439,0,0.293,0.247,0.0,0.966,0.855,86.914,12
Final Four 2,"Reks, Ea$y Money, Planet Asia, Rasco, Reef The Lost Cauze, King Magnetic, Phat Kat, Guilty Simpson, DJ 7L",7oFJvMRqRpSMo9P8stpsNA,0.449,0.845,1,-6.005,1,0.284,4.93e-05,0.000987,0.345,0.493,170.072,5
Final Frontier,RJD2,44zrSxAr03554aTFTVWp69,0.751,0.851,10,-4.929,0,0.186,0.0857,4.5e-06,0.354,0.849,91.057,14
Finish the Game,Shabaam Sahdeeq,4AJk3l50aLbWIexmsPzw50,0.758,0.733,11,-4.705,0,0.335,0.327,0.0,0.0485,0.746,92.223,14
Fire (feat. Planet Asia & Tek-nition),"Hex One, 5th Element, Planet Asia, Tek-nition",5d2df7AKS0cTI170u7Y316,0.69,0.816,2,-8.749,1,0.208,0.0708,0.0,0.253,0.787,90.961,18
Fire (Remix),"Elzhi, Black Milk, Guilty Simpson, Fatt Father, Danny Brown, Fat Ray",0ihGQl4DHHdCHqLV0iTouj,0.46,0.854,5,-6.278,0,0.487,0.0446,0.0,0.417,0.69,179.761,19
Fire in Her Eyes,"Cunninlynguists, The Grouch, Eligh",72knWBsfX7k1CpG2K6DNfS,0.479,0.753,0,-7.318,0,0.145,0.194,0.0,0.204,0.621,184.101,19
Fire Squad,J. Cole,6sf35vqrEAN8fOFzrKmv9A,0.551,0.755,11,-7.053,1,0.419,0.279,0.0,0.508,0.574,175.895,5
FlabberGasted,"Propo'88, BlabberMouf",6uPiwflk7x3PSYwGJDr8nR,0.748,0.801,10,-6.69,0,0.275,0.0889,0.0,0.0929,0.636,195.967,19
Flute (feat. Joey Bada$$ & CJ Fly of Pro Era),"Buckshot, P-Money, Joey Bada$$, CJ Fly",1R1htf774YS2tJsM2A6Xpa,0.673,0.652,1,-7.244,1,0.246,0.0238,0.0,0.12,0.366,96.02,6
"Fondel'em Fossils - Feat. Breeze Brewin', Godfather Don, J-Treds & M.F. Doom",Q-Unique,1qN6CLECvSPLb4HfMvlBXX,0.736,0.654,10,-8.845,0,0.309,0.32,0.0,0.115,0.733,93.839,20
Food 4 Thought,"Paranom, Purpose",0c4oF6450KDlSFT6xFOAUS,0.643,0.746,4,-7.211,0,0.16,0.0611,1.38e-06,0.145,0.712,79.94,0
Food For Thought,Lord Finesse,3RZ8B7HAQd3i3urubiO28o,0.779,0.792,1,-2.956,1,0.293,0.15,0.0,0.0888,0.711,92.067,18
Fool,"Professor P & DJ Akilles, Felix De Luca, Gracias",6Iu2sQdrpLM9QiLMRE8mGF,0.518,0.838,1,-6.43,0,0.363,0.0364,0.0,0.337,0.666,176.051,19
For Da' Love,Qnc,45l8IaHxruuwVSe3cEZPS1,0.762,0.652,11,-9.229,0,0.134,0.0616,4.49e-05,0.0711,0.276,95.039,20
For Old Time's Sake(feat. Asheru Of Unspoken Heard),"Sound Providers, Asheru (Unspoken Heard)",1Gh8T9q2YzlI8DprN63ZOM,0.798,0.434,5,-7.948,1,0.232,0.0666,0.0,0.096,0.681,93.918,17
For The Love,"The UN, Roc Marciano",0gXjDBaNvvWsxoIcpBlYr8,0.814,0.449,1,-13.93,1,0.342,0.132,0.00918,0.34,0.449,95.038,17
For The Record,Torae,28fyyt9crGutyWVrJXFmrg,0.586,0.745,4,-5.066,1,0.274,0.0313,0.0,0.0404,0.617,95.177,18
For the World,Dyme Def,7ewETpV7I7yeg5EK3oVRoZ,0.703,0.657,11,-4.461,0,0.321,0.192,0.0,0.305,0.22,89.975,14
Force Fed,Ugly Heroes,1jksdI7IniaePRDn0r5AXW,0.466,0.861,1,-8.268,0,0.241,0.000448,3.83e-06,0.142,0.646,84.436,0
Foreign Exchange,"Doc Singe, Insight Innovates",0pGFW5W0DRjXsX22SPCdqa,0.731,0.77,11,-5.976,0,0.216,0.0513,0.0,0.384,0.677,90.793,14
Forever,"Vakill, Memo - Molemen",1FVIYvSZpuQihMdcUIfhgU,0.753,0.902,7,-4.832,1,0.223,0.059,3.05e-06,0.367,0.807,90.53,2
Forever More,Beneficence,5bientQacvNSvkm0rZZgYd,0.612,0.784,7,-5.935,1,0.353,0.107,0.0,0.294,0.749,178.947,5
Foul Thesis (feat. Shabaam Sahdeeq),"7 G.E.M.S. (Tragic Allies & Tragedy Khadafi), Shabaam Sahdeeq",03vVsic8mGgvqSnM0rbY51,0.517,0.96,8,-5.495,0,0.196,0.0454,1.05e-05,0.253,0.801,92.225,14
Four Quarters,PaceWon & Mr. Green,4wJNK2sibEWAuwkdw8YJwR,0.414,0.902,1,-4.429,1,0.239,0.414,0.0,0.0869,0.541,80.73,18
Four-Four,Beatmonstas,6lkHJvAKgIUpH00JCbsGmQ,0.618,0.877,6,-3.587,1,0.157,0.319,2.4e-05,0.19,0.756,92.993,1
Fraudulent Cloth,"Jedi Mind Tricks, Eamon",3kPWpLBQDkzpKKbwOcjn1e,0.345,0.907,8,-2.985,0,0.107,0.305,0.0,0.377,0.329,182.788,4
Freak These Tales,Murs,28rwpmp2TgHTb9HR5Fuwda,0.603,0.894,1,-9.723,1,0.279,0.109,0.0,0.0788,0.55,81.958,18
Freedom,Fashawn,6WMcIpLoiGNfIaUEWI97nG,0.735,0.692,4,-8.222,0,0.296,0.0248,0.0,0.0916,0.6,90.053,0
Friction,"Apollo Brown, Boog Brown, Miz Korona, Invincible",5jx133Vr4zA8UOMELRrVfJ,0.505,0.658,11,-8.928,0,0.361,0.0515,0.0,0.0436,0.684,160.571,19
Friends Like These,"Apollo Brown, Boog Brown, Kam Moye",4oKwuo5FeGruDDzCIhS3oE,0.396,0.703,8,-7.824,1,0.364,0.134,9.07e-05,0.192,0.573,177.37,5
